User ID,name,Gender,Age,EstimatedSalary,Purchased
10650,Matthew Lewis,Female,53,117681,1
10651,Rachel Taylor,Female,30,84110,1
10652,James King,Female,38,146672,0
10653,Danielle Flynn,Male,40,115247,0
10654,Robert Mitchell,Female,38,56288,0
10655,Sean Perez,Male,30,18164,1
10656,Elizabeth Burns,Female,29,37830,1
10657,Russell Farley,Female,21,92485,0
10658,Adam Campbell,Male,20,81852,1
10659,Tina Webb,Female,28,148144,0
10660,Alexander Martinez,Female,40,48829,1
10661,Mary Lane,Female,42,38954,0
10662,Rachel Ballard,Male,52,130294,1
10663,Brooke Rivera,Female,49,143784,1
10664,Patricia Ward,Female,25,102841,0
10665,Kenneth Meza,Female,25,111892,1
10666,Christina Walker,Female,30,60927,0
10667,Jason Hardy,Female,59,74009,1
10668,Mr. Kyle Vasquez Jr.,Male,56,113781,1
10669,Anthony Santana,Female,43,99604,0
10670,Paul Scott,Male,21,100145,1
10671,Jeffrey Rivera,Female,51,90795,1
10672,Dr. Madeline James,Male,45,55391,1
10673,Carrie Brown,Female,59,20763,0
10674,Matthew Huang,Male,42,23212,0
10675,Thomas Gomez,Female,43,52731,0
10676,Theresa White,Female,29,136494,0
10677,James Ramirez,Male,33,39765,0
10678,Cindy Allen,Male,46,28857,0
10679,Nancy Chavez,Female,52,53656,0
10680,Donald Thompson,Female,45,114628,0
10681,Michelle Mathis,Male,57,54736,0
10682,Dustin Walter,Female,37,16558,0
10683,Rebecca Smith,Female,29,43884,1
10684,Claudia Young MD,Male,46,117345,1
10685,Deanna Yang,Male,54,26992,0
10686,Casey Lopez,Female,56,103223,0
10687,Mitchell Brown,Female,24,109598,1
10688,Catherine Turner,Female,26,21884,1
10689,David Martin,Female,34,127767,0
10690,Misty Carpenter,Male,34,35279,0
10691,Katherine Cox,Male,47,132430,0
10692,Marcus Perkins,Male,35,82065,1
10693,David Gonzalez,Male,52,140682,0
10694,Phillip Shields,Female,30,147178,0
10695,Morgan Sheppard,Female,24,73162,1
10696,Connor Graham,Male,39,56865,1
10697,Michele Torres,Female,52,135367,1
10698,Julian Hill,Female,32,33183,0
10699,Michael Holt,Female,29,76928,0
10700,Kathleen Walker,Male,27,12762,0
10701,Christopher Burgess,Male,28,55611,1
10702,John Heath,Female,38,8230,0
10703,Cheryl Wagner,Male,52,58614,-1
10704,Gabrielle Gibbs,Female,24,27605,0
10705,Erica French,Female,30,85339,-1
10706,Brian Fernandez,Female,28,9445,0
10707,Christina Mckinney,Female,26,115012,0
10708,Melanie Young,Male,38,56106,0
10709,Rachel Baker,Male,29,65723,1
10710,Jessica Chapman,Female,42,19169,1
10711,Donna Phelps,Female,35,117794,1
10712,Connor Johnson,Male,52,14936,1
10713,Renee Bell,Male,44,65421,0
10714,Yolanda Carr,Male,32,118113,0
10715,Stephen Colon,Female,50,25229,0
10716,Cynthia Taylor,Female,54,118855,0
10717,Christina Burnett,Female,59,96727,0
10718,Denise Miller,Male,53,122023,1
10719,Dillon Sanders,Male,44,100782,1
10720,Brittany Roberts,Female,44,128401,0
10721,Susan Hampton,Male,38,92657,1
10722,Jessica Turner,Female,54,72964,1
10723,Bryan Lane,Female,58,85591,0
10724,Raymond Miller,Male,37,69689,0
10725,Molly Meyers,Male,26,29531,1
10726,Richard Jacobs,Female,59,95823,0
10727,Glenn Grant,Female,58,22759,1
10728,Felicia Munoz,Female,46,32402,0
10729,Mrs. Jenna Gibbs,Female,47,147712,0
10730,Stacy Myers,Female,24,84075,1
10731,Rebecca Anderson,Male,51,38064,0
10732,Crystal Brady,Male,50,16796,0
10733,Mrs. Caroline Tran,Male,22,97343,1
10734,Ricardo White,Male,38,42712,1
10735,Joel Ramsey,Female,22,77587,0
10736,Christopher Brown,Male,36,114321,-1
10737,Kelsey Schultz,Male,25,96315,1
10738,Mrs. Rhonda Klein,Male,34,57831,0
10739,Stephen Boone Jr.,Male,27,102122,0
10740,Christopher Gonzalez,Male,53,84816,0
10741,Bradley Allen,Female,59,61295,-1
10742,Ariel Padilla,Female,27,44829,1
10743,Elizabeth Dawson,Female,57,146006,1
10744,Jeffery Obrien,Female,43,148732,0
10745,Eric Miller,Female,25,19164,0
10746,Daniel Lopez,Male,33,103442,1
10747,Crystal Pena,Male,53,77639,0
10748,Joseph Castillo,Male,51,39250,1
10749,Yvette Whitaker,Female,24,12652,1
10750,Noah Wright,Female,30,123127,1
10751,Jason Wong,Male,46,76667,1
10752,Laura Atkinson,Male,49,83223,0
10753,Justin Hudson,Female,45,74859,1
10754,Amy Gonzalez,Female,34,145383,1
10755,Julie Park,Male,48,90717,1
10756,Terrence Espinoza,Male,49,40723,0
10757,Sara Lopez,Female,29,108019,1
10758,Benjamin Duncan,Male,40,147985,0
10759,David Cummings,Male,37,9763,0
10760,Christopher Thomas,Male,32,85028,1
10761,Karen Dickson,Female,55,101762,1
10762,Joy Johnson MD,Male,42,59352,1
10763,Yolanda Hill,Female,42,22681,1
10764,Benjamin Brennan,Female,43,21623,0
10765,Jeffrey Johnson,Male,48,122115,0
10766,Mariah Wagner,Female,30,30283,1
10767,Matthew Rose,Female,58,21881,0
10768,Jody Velasquez,Male,28,40833,0
10769,Billy Hancock,Female,50,102830,1
10770,Heidi Turner,Male,44,9215,0
10771,Theresa Lawrence,Female,38,20271,0
10772,Paul Watson,Male,41,93322,1
10773,Kara Brown,Female,38,94367,0
10774,Kimberly Adams,Female,24,105144,1
10775,Scott Hill,Male,21,32361,0
10776,Jerry Vasquez,Female,42,92888,0
10777,Melissa Ramirez,Female,29,83607,0
10778,Jose Young,Female,37,66321,0
10779,William Foley,Female,34,88112,0
10780,Jesse Curtis,Male,20,40973,0
10781,George Russell,Female,22,112245,1
10782,Pamela Fleming,Female,36,42703,0
10783,Keith Jenkins,Female,30,36844,1
10784,Mark Harris,Female,38,47980,0
10785,Jeffrey Foster,Female,27,56167,0
10786,Dr. Meagan Singh DVM,Male,30,40399,1
10787,Amy Hebert,Male,27,25777,1
10788,Ashley Snyder,Male,46,71490,1
10789,Cristina Huffman,Female,55,26596,1
10790,Christopher Morales,Female,48,19721,1
10791,Christine Riley,Female,57,71299,0
10792,Sara Zavala,Male,50,103615,1
10793,Michael Martinez,Female,30,125075,1
10794,Aaron Martinez,Female,38,85339,0
10795,Brandi Haley,Female,54,122283,0
10796,Diane Alvarado,Male,40,78544,0
10797,Catherine Fox,Male,46,55165,0
10798,Molly Barnes,Male,59,44558,0
10799,Joyce Gutierrez,Male,42,63117,1
10800,James Curry,Male,29,34503,0
10801,Christopher Murillo,Male,20,123821,0
10802,Dr. Erin Baker,Female,59,121568,0
10803,Erin Moore,Male,31,15045,1
10804,Melissa Lee,Male,37,52858,-1
10805,Angelica Marquez,Male,56,120283,0
10806,Taylor Wolf,Female,51,35660,0
10807,Jason Johnson,Female,23,139370,0
10808,Jennifer Ross,Male,48,87176,1
10809,Andrew Kelly MD,Female,32,73960,-1
10810,Logan Mendez,Male,26,130547,0
10811,Daniel Mcneil,Male,50,70961,0
10812,Victoria Price,Male,29,22058,0
10813,Shawn Martinez,Male,47,108853,1
10814,Laura Evans,Female,36,84690,0
10815,Jacob Adkins,Male,22,127197,1
10816,Alan Lawson,Male,45,94909,1
10817,Patrick Martinez,Female,55,33736,0
10818,Jessica Baldwin,Female,21,22250,1
10819,Joseph Sullivan,Male,24,105857,1
10820,Sean Burns,Female,25,12053,0
10821,Molly Harper,Female,50,35022,1
10822,Emily Lara,Male,54,38291,1
10823,Mark Williams,Female,33,69789,1
10824,James Myers,Female,20,94289,1
10825,Todd Flores,Female,58,129594,1
10826,Jonathan Martinez,Female,46,125202,1
10827,Jesse Ward,Female,26,29459,0
10828,Mrs. Diana Obrien,Male,28,83824,0
10829,Kristen Lewis,Female,39,83678,1
10830,Timothy Park,Male,40,66991,1
10831,Patrick Boyer,Male,26,148999,0
10832,Laura Jones,Male,55,142630,0
10833,Jessica Rios,Female,46,19104,0
10834,Felicia White,Male,35,94164,0
10835,Michael Rivas,Male,45,49771,1
10836,Erik Wilkins,Female,25,66073,0
10837,Betty Sandoval,Male,49,147844,0
10838,Kelli Gill,Female,22,16096,1
10839,James Allen,Male,30,139613,1
10840,Gloria Lopez,Male,36,146888,1
10841,Kenneth Schneider,Female,34,119716,0
10842,Veronica Green,Female,57,76837,0
10843,Colleen Melendez,Female,32,146408,0
10844,Anthony Smith,Male,35,45843,0
10845,Maria Martin,Male,52,74241,0
10846,Katelyn Evans,Female,47,100329,0
10847,Justin Romero,Male,50,47436,0
10848,Hannah Armstrong,Female,36,110231,0
10849,Timothy Mathews,Male,42,116023,0
10850,Michael Francis,Male,40,52493,0
10851,Ashley Burnett,Female,54,46833,0
10852,Jamie Nelson,Male,40,71023,1
10853,Jillian Watson,Female,45,135957,0
10854,Patricia Hendrix,Male,53,119165,0
10855,Sean Harris DDS,Male,21,52743,1
10856,Ryan James,Male,21,143385,0
10857,Angela White,Female,38,30073,0
10858,Elijah Thomas,Female,38,101991,0
10859,Chad Mccarthy,Female,45,75425,0
10860,Brian Meyer,Male,58,84763,1
10861,Shelley Nichols,Female,33,9284,0
10862,Jimmy Dougherty,Female,32,24450,1
10863,Rhonda Smith,Male,21,85733,-1
10864,Eddie Parsons,Male,34,16305,0
10865,Helen Schmitt,Female,31,73052,1
10866,Eric David,Male,23,69863,1
10867,Patrick Collins,Male,39,134212,0
10868,Kelly Miller,Female,25,74581,0
10869,Emily Cervantes,Male,45,71081,0
10870,Marcus Freeman,Male,22,73322,1
10871,Sharon Allen,Male,40,24858,-1
10872,Robert Austin,Female,42,120541,1
10873,Amber Wood,Male,44,138552,0
10874,Sharon Huber,Male,46,31254,1
10875,William Estes,Male,52,37360,0
10876,Kevin Moore,Female,39,14782,1
10877,Gina Cox,Female,34,48586,1
10878,Daniel Massey,Male,37,46395,1
10879,Kenneth Martinez,Female,27,86584,0
10880,Linda Strickland,Male,40,112846,1
10881,Jessica Barajas,Male,52,77323,1
10882,Amy Smith,Male,21,114180,0
10883,Jose Mitchell,Male,56,149894,0
10884,Lawrence Clark,Male,40,79287,0
10885,Sarah Jones,Male,58,131080,1
10886,William Gomez,Male,29,19811,0
10887,Stephanie Morales,Male,55,74913,0
10888,Alexander Flores,Female,34,100554,1
10889,Marilyn Smith,Female,41,71153,-1
10890,Shawn Ramirez,Female,38,99025,0
10891,Dr. Michael Short,Female,33,21434,0
10892,Lisa Allen,Female,33,110408,1
10893,Joshua Krause,Female,49,138576,-1
10894,Matthew Wallace,Female,58,145279,0
10895,Vanessa Holland,Female,37,109118,0
10896,Alicia Gutierrez,Female,36,9077,0
10897,Kayla Bryant,Female,57,76353,0
10898,Brenda Myers,Male,24,61562,0
10899,Amanda Davis,Female,44,33931,1
10900,Timothy Casey,Female,50,91991,1
10901,Eric Dennis,Female,32,84275,0
10902,Mark Henry,Female,48,61993,0
10903,Cynthia Spencer,Male,22,129397,1
10904,Matthew Rogers,Male,51,98739,0
10905,Nancy Sanford,Female,52,51070,0
10906,Paul Torres,Female,33,142497,1
10907,Richard Martin,Female,51,77451,0
10908,Joshua Hendricks,Female,25,40822,0
10909,Dr. Jessica Ritter,Male,52,18124,1
10910,Elizabeth Ellis,Male,49,114133,-1
10911,Terry Martinez,Male,37,102760,1
10912,Kathleen Brewer,Male,48,119765,0
10913,Jeffrey Webster,Male,51,143627,1
10914,Melissa Green,Male,50,23151,0
10915,Alyssa Hubbard,Male,51,75544,1
10916,Michael Navarro,Male,32,148884,1
10917,Jamie Smith,Female,32,17687,1
10918,Sarah Nelson,Female,44,104320,0
10919,John Bean,Male,35,78356,1
10920,Jennifer Palmer,Male,59,39546,0
10921,Teresa Contreras,Female,25,130772,1
10922,Christina Small,Female,29,121510,0
10923,Joshua Hill,Male,26,48465,1
10924,Christine Castillo,Female,57,95331,1
10925,Thomas Thompson,Female,49,89969,1
10926,Anthony Joyce,Male,33,96991,0
10927,Raymond Flores,Male,21,122139,0
10928,Shirley Richards,Female,50,14756,1
10929,Monica Oliver,Female,20,9432,0
10930,Emily Nunez,Male,42,44062,0
10931,Jesse Miller,Male,55,138023,1
10932,Richard White,Female,22,145098,0
10933,Dustin Oliver,Male,49,43144,-1
10934,Brooke Vasquez,Male,58,87466,1
10935,Joseph Barker,Male,37,37489,1
10936,Elizabeth Anderson,Female,50,34393,0
10937,Chelsea Lee,Male,33,42616,0
10938,Richard Norris,Female,52,95458,1
10939,Karen Cooper,Male,35,59727,0
10940,Randy Miller,Female,26,148246,-1
10941,William Smith,Male,52,108710,1
10942,Sharon Thompson,Female,35,106532,1
10943,Monica Compton,Male,37,87436,1
10944,John Johnson,Female,45,74292,0
10945,Marilyn Mullins,Male,40,10294,1
10946,Kayla Sandoval,Male,36,27028,1
10947,Rebecca Larson,Male,56,74977,1
10948,Alexis Cunningham,Female,31,96475,0
10949,Mark Li,Male,56,21105,0
10950,Danielle Stokes,Female,50,44694,1
10951,Alex Shaw MD,Male,24,86041,-1
10952,Haley Morris,Female,29,116346,0
10953,Angela Aguilar,Male,21,148298,0
10954,Alex Brooks,Female,38,24757,1
10955,Marie Barker,Female,53,44908,1
10956,Sean Hayes,Male,52,113387,1
10957,Theresa Medina,Male,53,68001,0
10958,Crystal Murray,Female,53,9414,1
10959,Barbara Sanders,Male,49,71715,1
10960,Dr. Nicole Phillips MD,Female,49,138244,0
10961,Thomas Cooper,Male,58,93533,0
10962,Tyler Harper,Male,30,33364,0
10963,Kristen Moon,Female,57,36705,1
10964,Mary Holmes,Male,27,50521,0
10965,Thomas Baker,Male,23,13917,1
10966,Jesse Roberts,Male,50,131933,0
10967,Shawn Johnson,Female,53,102236,0
10968,Kenneth Phillips,Male,26,128250,1
10969,Kathryn Contreras,Female,43,145865,0
10970,Benjamin Maldonado,Female,27,86810,0
10971,Alfred Bailey,Female,29,60562,0
10972,Jeffrey Fritz,Female,48,127326,1
10973,Kathleen Valdez,Female,55,19627,1
10974,Jennifer Briggs,Male,32,102339,1
10975,Phillip Brown,Female,29,105909,0
10976,Lindsay Medina,Female,35,119483,1
10977,James Anderson,Female,48,33033,0
10978,Dr. Robert Anderson,Female,24,69085,0
10979,Zachary White,Male,20,143189,1
10980,Taylor Garcia,Male,27,32131,0
10981,Taylor Gonzales,Male,26,89169,1
10982,David Thomas,Male,40,100568,1
10983,Edward Carpenter,Male,47,52566,0
10984,Ashley Rodriguez,Male,42,48533,-1
10985,Jason Stewart,Male,23,83753,-1
10986,John Ross,Female,23,140126,1
10987,Christian Thompson,Male,54,84625,0
10988,Regina Diaz,Male,58,10960,0
10989,Carol Hawkins,Female,53,88408,1
10990,Evan Mcpherson,Male,58,141519,0
10991,Jeremiah Young,Male,24,127081,0
10992,Brian Williams,Female,21,70204,0
10993,Michael Mejia,Male,21,62636,0
10994,Larry Jenkins,Female,33,18492,0
10995,Paul Herring,Male,38,27135,1
10996,Christopher Anderson,Male,57,67836,0
10997,James Johnson DDS,Male,26,14656,0
10998,Kimberly Combs,Female,21,40522,1
10999,Katherine Dennis,Male,43,74794,1
11000,Erin Hernandez,Female,22,83127,0
